Title,Release Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director_imdb,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Film.Ratings.Link,Year,runtime,Director_boxd,Language,country,half.star,one.star,one.half.star,two.star,two.half.star,three.star,three.half.star,four.star,four.half.star,five.star,AvgRating,Description,Director,Country,Year_criterion,Language_criterion
Hamlet,1996.0,PG-13,242,Drama,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,35991,"4,414,535",https://letterboxd.com/csi/film/hamlet-2009/rating-histogram/,2009,183.0,Gregory Doran,English,UK,13,14,20,50,75,250,344,695,246,325,3.840551181,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’sHamletcontinues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.",Laurence Olivier,United Kingdom,1948.0,English
Hamlet,1996.0,PG-13,242,Drama,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,35991,"4,414,535",https://letterboxd.com/csi/film/hamlet/rating-histogram/,1948,155.0,Laurence Olivier,English,UK,34,78,61,239,345,1034,1248,1944,635,501,3.61750286,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’sHamletcontinues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.",Laurence Olivier,United Kingdom,1948.0,English
Hamlet,1996.0,PG-13,242,Drama,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,35991,"4,414,535",https://letterboxd.com/csi/film/hamlet-1990/rating-histogram/,1990,130.0,Franco Zeffirelli,English,France,50,133,166,603,870,2072,1209,879,145,143,3.049282297,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’sHamletcontinues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.",Laurence Olivier,United Kingdom,1948.0,English
Hamlet,1996.0,PG-13,242,Drama,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,35991,"4,414,535",https://letterboxd.com/csi/film/hamlet-2000/rating-histogram/,2000,112.0,Michael Almereyda,English,USA,62,162,185,519,608,1057,573,406,62,79,2.828709938,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’sHamletcontinues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.",Laurence Olivier,United Kingdom,1948.0,English
Short Cuts,1993.0,R,188,Comedy,7.7,The day-to-day lives of several suburban Los Angeles residents.,79.0,Robert Altman,Andie MacDowell,Julianne Moore,Tim Robbins,Bruce Davison,42275,"6,110,979",https://letterboxd.com/csi/film/short-cuts/rating-histogram/,1993,187.0,Robert Altman,English,USA,37,70,67,316,464,1723,2660,5804,3463,3274,4.006572324,"The work of two great American artists merges inShort Cuts,a kaleidoscopic adaptation of the stories of renowned author Raymond Carver by maverick director Robert Altman. Epic in scale yet meticulously observed, the film interweaves the stories of twenty-two characters as they struggle to find solace and meaning in contemporary Los Angeles. The extraordinary ensemble cast includes Tim Robbins, Julianne Moore, Robert Downey Jr., Jack Lemmon, and Jennifer Jason Leigh—all giving fearless performances in what is one of Altman’s most compassionate creations.",Robert Altman,United States,1993.0,English
The Last Emperor,1987.0,U,163,Biography,7.7,The story of the final Emperor of China.,76.0,Bernardo Bertolucci,John Lone,Joan Chen,Peter O'Toole,Ruocheng Ying,94326,"43,984,230",https://letterboxd.com/csi/film/the-last-emperor/rating-histogram/,1987,163.0,Bernardo Bertolucci,English,China,29,112,135,634,981,3716,5091,7974,2882,2632,3.764202431,"Bernardo Bertolucci'sThe Last Emperorwon nine Academy Awards, unexpectedly sweeping every category in which it was nominated—quite a feat for a challenging, multilayered epic directed by an Italian and starring an international cast. Yet the power and scope of the film was, and remains, undeniable—the life of Emperor Pu Yi, who took the throne at age three, in 1908, before witnessing decades of cultural and political upheaval, within and without the walls of the Forbidden City. Recreating Ching dynasty China with astonishing detail and unparalleled craftsmanship by cinematographer Vittorio Storaro and production designer Ferdinando Scarfiotti,The Last Emperoris also an intimate character study of one man reconciling personal responsibility and political legacy.",Bernardo Bertolucci,China,1987.0,English
Blue Velvet,1986.0,A,120,Drama,7.7,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",76.0,David Lynch,Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,181285,"8,551,228",https://letterboxd.com/csi/film/blue-velvet/rating-histogram/,1986,120.0,David Lynch,English,USA,344,932,657,2952,3443,14042,20527,50208,29067,38629,4.075534356,"Home from college, Jeffrey Beaumont (Kyle MacLachlan) makes an unsettling discovery: a severed human ear, lying in a field. In the mystery that follows, by turns terrifying and darkly funny, writer-director David Lynch burrows deep beneath the picturesque surfaces of small-town life. Driven to investigate, Jeffrey finds himself drawing closer to his fellow amateur sleuth, Sandy Williams (Laura Dern), as well as their person of interest, lounge singer Dorothy Vallens (Isabella Rossellini)—and facing the fury of Frank Booth (Dennis Hopper), a psychopath who will stop at nothing to keep Dorothy in his grasp. With intense performances and hauntingly powerful scenes and images,Blue Velvetis an unforgettable vision of innocence lost, and one of the most influential American films of the past few decades.",David Lynch,United States,1986.0,English
Repulsion,1965.0,,105,Drama,7.7,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,91.0,Roman Polanski,Catherine Deneuve,Ian Hendry,John Fraser,Yvonne Furneaux,48883,,https://letterboxd.com/csi/film/repulsion/rating-histogram/,1965,105.0,Roman Polanski,English,UK,86,211,200,833,1189,4179,6417,12801,6064,5078,3.887716552,"Roman Polanski followed up his international breakthroughKnife in the Waterwith this controversial, chilling tale of psychosis. Catherine Deneuve is Carol, a fragile, frigid young beauty cracking up in her London flat when left alone by her vacationing sister. She is soon haunted by specters real and imagined, and her insanity grows to a violent, hysterical pitch. Thanks to its disturbing detail and Polanski’s adeptness at turning claustrophobic space into an emotional minefield,Repulsionis a surreal, mind-bending odyssey into personal horror, and it remains one of cinema’s most shocking psychological thrillers.",Roman Polanski,United Kingdom,1965.0,English
Peeping Tom,1960.0,,101,Drama,7.7,"A young man murders women, using a movie camera to film their dying expressions of terror.",,Michael Powell,Karlheinz Böhm,Anna Massey,Moira Shearer,Maxine Audley,31354,"83,957",https://letterboxd.com/csi/film/peeping-tom/rating-histogram/,1960,101.0,Michael Powell,English,UK,21,92,100,466,769,3025,5241,10650,5276,4333,3.954642512,"A frank exploration of voyeurism and violence, Michael Powell’s extraordinary film is the story of a psychopathic cameraman—his childhood traumas, sexual crises, and murderous revenge as an adult. Reviled by critics upon its initial release for its deeply unsettling subject matter, the film has since been hailed as a masterpiece.",Michael Powell,United Kingdom,1960.0,English
Gilda,1946.0,Approved,110,Drama,7.7,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,,Charles Vidor,Rita Hayworth,Glenn Ford,George Macready,Joseph Calleia,27991,,https://letterboxd.com/csi/film/gilda/rating-histogram/,1946,110.0,Charles Vidor,English,USA,8,48,69,392,745,2882,4244,5889,1867,1660,3.73845765,"“Gilda, are you decent?” Rita Hayworth tosses her hair back and slyly responds, “Me?” in one of the great star entrances in movie history.Gilda,directed by Charles Vidor, features a sultry Hayworth in her most iconic role, as the much-lusted-after wife of a criminal kingpin (George Macready), as well as the former flame of his bitter henchman (Glenn Ford), and she drives them both mad with desire and jealousy. An ever-shifting battle of the sexes set on a Buenos Aires casino’s glittering floor and in its shadowy back rooms,Gildais among the most sensual of all Hollywood noirs.",Charles Vidor,United States,1946.0,English
The Royal Tenenbaums,2001.0,A,110,Comedy,7.6,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,76.0,Wes Anderson,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,Ben Stiller,266842,"52,364,010",https://letterboxd.com/csi/film/the-royal-tenenbaums/rating-histogram/,2001,110.0,Wes Anderson,English,USA,347,1074,732,3932,4434,21269,31762,74154,37042,50025,4.047223619,"Royal Tenenbaum (Gene Hackman) and his wife, Etheline (Anjelica Huston), had three children—Chas, Margot, and Richie—and then they separated. Chas (Ben Stiller) started buying real estate in his early teens and seemed to have an almost preternatural understanding of international finance. Margot (Gwyneth Paltrow) was a playwright and received a Braverman Grant of $50,000 in the ninth grade. Richie (Luke Wilson) was a junior champion tennis player and won the U.S. Nationals three years in a row. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster.The Royal Tenenbaumsis a hilarious, touching, and brilliantly stylized study of melancholy and redemption from Wes Anderson.",Wes Anderson,United States,2001.0,English
The Thin Red Line,1998.0,A,170,Drama,7.6,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",78.0,Terrence Malick,Jim Caviezel,Sean Penn,Nick Nolte,Kirk Acevedo,172710,"36,400,491",https://letterboxd.com/csi/film/the-thin-red-line/rating-histogram/,1998,171.0,Terrence Malick,English,Canada,185,466,364,1864,2002,7625,9581,20351,12037,14584,3.978286682,"After directing two of the most extraordinary movies of the 1970s,BadlandsandDays of Heaven,American artist Terrence Malick disappeared from the film world for twenty years, only to resurface in 1998 with this visionary adaptation of James Jones’s 1962 novel about the World War II battle for Guadalcanal. A big-budget, spectacularly mounted epic,The Thin Red Lineis also one of the most deeply philosophical films ever released by a major Hollywood studio, a thought-provoking meditation on man, nature, and violence. Featuring a cast of contemporary cinema’s finest actors—Sean Penn, Jim Caviezel, Nick Nolte, Elias Koteas, and Woody Harrelson among them—The Thin Red Lineis a kaleidoscopic evocation of the experience of combat that ranks as one of the greatest war films ever produced.",Terrence Malick,United States,1998.0,English
Fear and Loathing in Las Vegas,1998.0,R,118,Adventure,7.6,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,41.0,Terry Gilliam,Johnny Depp,Benicio Del Toro,Tobey Maguire,Michael Lee Gogin,259753,"10,680,275",https://letterboxd.com/csi/film/fear-and-loathing-in-las-vegas/rating-histogram/,1998,118.0,Terry Gilliam,English,USA,551,1414,1238,4882,5623,17950,22193,34994,13760,17085,3.728085053,"It is 1971, and journalist Raoul Duke barrels toward Las Vegas—accompanied by a trunkful of contraband and his slightly unhinged Samoan attorney, Dr. Gonzo—to cover a motorcycle race. What should be a cut-and-dried journalistic assignment quickly descends into a feverish psychedelic odyssey. Director Terry Gilliam and an all-star cast headlined by Johnny Depp and Benicio Del Toro show no mercy in bringing Hunter S. Thompson’s excoriating dissection of the American way of life to the screen, creating a film both hilarious and savage.",Terry Gilliam,United States,1998.0,English
Funny Games,1997.0,A,108,Crime,7.6,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",69.0,Michael Haneke,Susanne Lothar,Ulrich Mühe,Arno Frisch,Frank Giering,65058,,https://letterboxd.com/csi/film/funny-games-2007/rating-histogram/,2007,113.0,Michael Haneke,English,Austria,602,940,740,2663,3260,9903,11010,15623,5390,5252,3.558456566,"Michael Haneke’s most notorious provocation,Funny Gamesspares no detail in its depiction of the agony of a bourgeois family held captive at their vacation home by a pair of white-gloved young men. In a series of escalating “games,” the sadistic duo subject their victims to unspeakable physical and psychological torture over the course of a night. A home-invasion thriller in which the genre’s threat of bloodshed is made stomach-churningly real, the film ratchets up shocks even as its executioners interrupt the action to address the audience, drawing queasy attention to the way that cinema milks pleasure from pain and stokes our appetite for atrocity. With this controversial treatise on violence and entertainment, Haneke issued a summation of his cinematic philosophy, implicating his audience in a spectacle of unbearable cruelty.",Michael Haneke,Austria,1997.0,German
Funny Games,1997.0,A,108,Crime,7.6,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",69.0,Michael Haneke,Susanne Lothar,Ulrich Mühe,Arno Frisch,Frank Giering,65058,,https://letterboxd.com/csi/film/funny-games/rating-histogram/,1997,109.0,Michael Haneke,German,Austria,515,760,561,1837,2216,7635,11900,25874,12360,10753,3.877235893,"Michael Haneke’s most notorious provocation,Funny Gamesspares no detail in its depiction of the agony of a bourgeois family held captive at their vacation home by a pair of white-gloved young men. In a series of escalating “games,” the sadistic duo subject their victims to unspeakable physical and psychological torture over the course of a night. A home-invasion thriller in which the genre’s threat of bloodshed is made stomach-churningly real, the film ratchets up shocks even as its executioners interrupt the action to address the audience, drawing queasy attention to the way that cinema milks pleasure from pain and stokes our appetite for atrocity. With this controversial treatise on violence and entertainment, Haneke issued a summation of his cinematic philosophy, implicating his audience in a spectacle of unbearable cruelty.",Michael Haneke,Austria,1997.0,German
Dead Man,1995.0,R,121,Adventure,7.6,"On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",62.0,Jim Jarmusch,Johnny Depp,Gary Farmer,Crispin Glover,Lance Henriksen,90442,"1,037,847",https://letterboxd.com/csi/film/dead-man/rating-histogram/,1995,121.0,Jim Jarmusch,English,Germany,108,321,320,1318,1722,5445,7204,12305,5668,5793,3.806486917,"WithDead Man,his first period piece, Jim Jarmusch imagined the nineteenth-century American West as an existential wasteland, delivering a surreal reckoning with the ravages of industrialization, the country’s legacy of violence and prejudice, and the natural cycle of life and death. Accountant William Blake (Johnny Depp) has hardly arrived in the godforsaken outpost of Machine before he’s caught in the middle of a fatal lovers’ quarrel. Wounded and on the lam, Blake falls under the watch of the outcast Nobody (Gary Farmer), who guides his companion on a spiritual journey, teaching him to dispense poetic justice along the way. Featuring austerely beautiful black-and-white photography by Robby Müller and a live-wire score by Neil Young,Dead Manis a profound and unique revision of the western genre.",Jim Jarmusch,United States,1995.0,English
Dazed and Confused,1993.0,U,102,Comedy,7.6,The adventures of high school and junior high students on the last day of school in May 1976.,78.0,Richard Linklater,Jason London,Wiley Wiggins,Matthew McConaughey,Rory Cochrane,165465,"7,993,039",https://letterboxd.com/csi/film/dazed-and-confused/rating-histogram/,1993,102.0,Richard Linklater,English,USA,358,841,735,3339,4447,17878,23570,43766,19138,29048,3.930072666,"America, 1976. The last day of school. Bongs blaze, bell-bottoms ring, and rock and roll rocks. Among the best teen films ever made, Richard Linklater’sDazed and Confusedeavesdrops on a group of seniors-to-be and incoming freshmen. A launching pad for a number of future stars, Linklater’s first studio effort also features endlessly quotable dialogue and a blasting, stadium-ready soundtrack. Sidestepping nostalgia,Dazed and Confusedis less about “the best years of our lives” than the boredom, angst, and excitement of teenagers waiting . . . for something to happen.",Richard Linklater,United States,1993.0,English
Blood Simple,1984.0,A,99,Crime,7.6,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",82.0,Joel Coen,Ethan Coen,John Getz,Frances McDormand,Dan Hedaya,87745,"2,150,000",https://letterboxd.com/csi/film/blood-simple/rating-histogram/,1984,97.0,Joel Coen,English,USA,41,145,166,934,1586,7526,13672,24838,10022,6207,3.871278997,"Joel and Ethan Coen’s career-long darkly comic road trip through misfit America began with this razor-sharp, hard-boiled neonoir set somewhere in Texas, where a sleazy bar owner releases a torrent of violence with one murderous thought. Actor M. Emmet Walsh looms over the proceedings as a slippery private eye with a yellow suit, a cowboy hat, and no moral compass, and Frances McDormand’s cunning debut performance set her on the road to stardom. The tight scripting and inventive style that have marked the Coens’ work for decades are all here in their first film, in which cinematographer Barry Sonnenfeld abandons black-and-white chiaroscuro for neon signs and jukebox colors that combine with Carter Burwell’s haunting score to lurid and thrilling effect. Blending elements from pulp fiction and low-budget horror flicks,Blood Simplereinvented the film noir for a new generation, marking the arrival of a filmmaking ensemble that would transform the American independent cinema scene.",Joel Coen,United States,1984.0,English
Watership Down,1978.0,U,91,Animation,7.6,"Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren.",64.0,Martin Rosen,John Hubley,John Hurt,Richard Briers,Ralph Richardson,33656,,https://letterboxd.com/csi/film/watership-down/rating-histogram/,1978,88.0,Martin Rosen,English,UK,77,119,112,516,796,3309,5100,7433,2281,2343,3.750611247,"With this passion project, screenwriter-producer-director Martin Rosen brilliantly achieved what had been thought nearly impossible: a faithful big-screen adaptation of Richard Adams’s classic British dystopian novel about a community of rabbits under terrible threat from modern forces. With its naturalistic hand-drawn animation, dreamily expressionistic touches, gorgeously bucolic background design, and elegant voice work from such superb English actors as John Hurt, Ralph Richardson, Richard Briers, and Denholm Elliott,Watership Downis an emotionally arresting, dark-toned allegory about freedom amid political turmoil.",Martin Rosen,United States,1978.0,English
The 39 Steps,1935.0,,86,Crime,7.6,"A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",93.0,Alfred Hitchcock,Robert Donat,Madeleine Carroll,Lucie Mannheim,Godfrey Tearle,51853,,https://letterboxd.com/csi/film/the-39-steps/rating-histogram/,1935,86.0,Alfred Hitchcock,English,UK,24,75,116,593,1039,5091,7866,10695,3179,2267,3.724963645,"A heart-racing spy story by Alfred Hitchcock,The 39 Stepsfollows Richard Hannay (Robert Donat) as he stumbles upon a conspiracy that thrusts him into a hectic chase across the Scottish moors—a chase in which he is both the pursuer and the pursued—as well as into an unexpected romance with the cool Pamela (Madeline Carroll). Adapted from a novel by John Buchan, this classic wrong-man thriller from the Master of Suspense anticipates the director’s most famous works (especiallyNorth by Northwest), and remains one of his cleverest and most entertaining films.",Alfred Hitchcock,United Kingdom,1935.0,English
